date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:53:35	232895/232895	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:53:33%20GMT	https://etech.co.ke/product-category/printers/?shop_view=grid&per_row=3	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/indexcc7b.html	(from https://etech.co.ke/product-category/printers/)
05:53:43	232883/232883	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:53:41%20GMT	https://etech.co.ke/product-category/printers/?shop_view=grid&per_row=4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/index475d.html	(from https://etech.co.ke/product-category/printers/)
05:53:44	232914/232914	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:53:41%20GMT	https://etech.co.ke/product-category/printers/?shop_view=grid&per_row=5	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/index5902.html	(from https://etech.co.ke/product-category/printers/)
05:53:46	232723/232723	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:53:44%20GMT	https://etech.co.ke/product-category/printers/?orderby=popularity	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/index5156.html	(from https://etech.co.ke/product-category/printers/)
05:53:52	232670/232670	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:53:50%20GMT	https://etech.co.ke/product-category/printers/?orderby=date	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/index729c.html	(from https://etech.co.ke/product-category/printers/)
05:53:53	232707/232707	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:53:50%20GMT	https://etech.co.ke/product-category/printers/?orderby=rating	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/indexa0bc.html	(from https://etech.co.ke/product-category/printers/)
05:53:54	232649/232649	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:53:51%20GMT	https://etech.co.ke/product-category/printers/?orderby=price	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/index28f0.html	(from https://etech.co.ke/product-category/printers/)
05:54:00	223210/223210	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:53:58%20GMT	https://etech.co.ke/product-category/printers/?min_price=0&max_price=40000	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/index4fb6.html	(from https://etech.co.ke/product-category/printers/)
05:54:01	232782/232782	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:53:58%20GMT	https://etech.co.ke/product-category/printers/?orderby=price-desc	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/index6a50.html	(from https://etech.co.ke/product-category/printers/)
05:54:03	182592/182592	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:00%20GMT	https://etech.co.ke/product-category/printers/?min_price=40000&max_price=80000	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/index85de.html	(from https://etech.co.ke/product-category/printers/)
05:54:08	167645/167645	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:06%20GMT	https://etech.co.ke/product-category/printers/?min_price=80000&max_price=120000	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/index677a.html	(from https://etech.co.ke/product-category/printers/)
05:54:09	184113/184113	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:06%20GMT	https://etech.co.ke/product-category/printers/?min_price=120000&max_price=160000	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/index9b40.html	(from https://etech.co.ke/product-category/printers/)
05:54:10	234108/234108	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:07%20GMT	https://etech.co.ke/product-category/printers/?add-to-cart=14432	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/index626d.html	(from https://etech.co.ke/product-category/printers/)
05:54:10	46852/46852	---M-Z	200	added ('OK')	application/rss+xml	etag:%22c0a7cdb4af689b37d2f4da31153c0b24-gzip%22	https://etech.co.ke/product-category/printers/feed/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/feed/index.html	(from https://etech.co.ke/product-category/printers/)
05:54:15	234109/234109	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:13%20GMT	https://etech.co.ke/product-category/printers/?add-to-cart=14430	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/index1d2c.html	(from https://etech.co.ke/product-category/printers/)
05:54:16	85838/85838	---M--	200	added ('OK')	image/png	etag:%22631968c6-14f4e%22	https://etech.co.ke/wp-content/uploads/2022/09/RICOH-MP-2000-Drum.png	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/uploads/2022/09/RICOH-MP-2000-Drum.png	(from https://etech.co.ke/product/ricoh-mp-2000-drum/)
05:54:18	234109/234109	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:15%20GMT	https://etech.co.ke/product-category/printers/?add-to-cart=14431	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/index0bb1.html	(from https://etech.co.ke/product-category/printers/)
05:54:19	234104/234104	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:16%20GMT	https://etech.co.ke/product-category/printers/?add-to-cart=14427	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/index26e2.html	(from https://etech.co.ke/product-category/printers/)
05:54:22	208424/208424	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:20%20GMT	https://etech.co.ke/product/kyocera-ecosys-fs-1370dn/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product/kyocera-ecosys-fs-1370dn/index.html	(from https://etech.co.ke/product-category/printers/)
05:54:23	234067/234067	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:22%20GMT	https://etech.co.ke/product-category/printers/?add-to-cart=14426	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/index52fa.html	(from https://etech.co.ke/product-category/printers/)
05:54:23	206256/206256	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:23%20GMT	https://etech.co.ke/product/kyocera-ecosys-fs-1300dn/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product/kyocera-ecosys-fs-1300dn/index.html	(from https://etech.co.ke/product-category/printers/)
05:54:24	15269/15269	---M--	200	added ('OK')	image/jpeg	etag:%22631968c5-3ba5%22	https://etech.co.ke/wp-content/uploads/2022/09/Bizhub-C250-Upper-Roller.jpg	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/uploads/2022/09/Bizhub-C250-Upper-Roller.jpg	(from https://etech.co.ke/product/ricoh-hot-roller-upper-roller-mp-2000/)
05:54:28	234109/234109	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:26%20GMT	https://etech.co.ke/product-category/printers/?add-to-cart=14425	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/indexe06a.html	(from https://etech.co.ke/product-category/printers/)
05:54:31	174653/174653	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:29%20GMT	https://etech.co.ke/product/hp-m5035/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product/hp-m5035/index.html	(from https://etech.co.ke/product-category/printers/)
05:54:32	234277/234277	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:29%20GMT	https://etech.co.ke/product-category/printers/?add-to-cart=16884	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/indexecb2.html	(from https://etech.co.ke/product-category/printers/)
05:54:34	211390/211390	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:31%20GMT	https://etech.co.ke/product/kyocera-ecosys-fs-6970dn/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product/kyocera-ecosys-fs-6970dn/index.html	(from https://etech.co.ke/product-category/printers/)
05:54:34	233962/233962	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:30%20GMT	https://etech.co.ke/product-category/printers/?add-to-cart=14712	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/printers/indexaef8.html	(from https://etech.co.ke/product-category/printers/)
05:54:37	210069/210069	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:33%20GMT	https://etech.co.ke/product/kyocera-ecosys-fs-3920dn/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product/kyocera-ecosys-fs-3920dn/index.html	(from https://etech.co.ke/product-category/printers/)
05:54:38	215431/215431	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:36%20GMT	https://etech.co.ke/product/kyocera-ecosys-fs-3900dn/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product/kyocera-ecosys-fs-3900dn/index.html	(from https://etech.co.ke/product-category/printers/)
05:54:47	186719/186719	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:45%20GMT	https://etech.co.ke/product-category/refill-toner/?filter_brand=hp	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/indexffdd.html	(from https://etech.co.ke/product-category/refill-toner/)
05:54:50	179997/179997	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:47%20GMT	https://etech.co.ke/product-category/refill-toner/?filter_brand=konica-minolta	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index61c7.html	(from https://etech.co.ke/product-category/refill-toner/)
05:54:50	194913/194913	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:48%20GMT	https://etech.co.ke/product-category/refill-toner/?filter_brand=kyocera	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index8eeb.html	(from https://etech.co.ke/product-category/refill-toner/)
05:54:54	179714/179714	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:52%20GMT	https://etech.co.ke/product-category/refill-toner/?filter_brand=ricoh	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index453a.html	(from https://etech.co.ke/product-category/refill-toner/)
05:54:59	214653/214653	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:57%20GMT	https://etech.co.ke/product-category/refill-toner/?per_page=9	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/indexca5c.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:00	217607/217607	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:58%20GMT	https://etech.co.ke/product-category/refill-toner/?per_page=12	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index1c07.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:00	217607/217607	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:54:58%20GMT	https://etech.co.ke/product-category/refill-toner/?per_page=18	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index27e6.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:00	15714/15714	---M-Z	200	added ('OK')	application/rss+xml	etag:%22c0a7cdb4af689b37d2f4da31153c0b24-gzip%22	https://etech.co.ke/product-category/refill-toner/feed/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/feed/index.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:00	14895/14895	---M--	200	added ('OK')	image/jpeg	etag:%22631968c5-3a2f%22	https://etech.co.ke/wp-content/uploads/2022/09/Fuser-Film-454s.jpg	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/uploads/2022/09/Fuser-Film-454s.jpg	(from https://etech.co.ke/product/konica-minolta-c554-fuser-sleeves/)
05:55:14	217607/217607	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:12%20GMT	https://etech.co.ke/product-category/refill-toner/?per_page=24	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/indexbd2b.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:18	217954/217954	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:15%20GMT	https://etech.co.ke/product-category/refill-toner/?shop_view=grid&per_row=3	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/indexcc7b.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:18	217964/217964	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:16%20GMT	https://etech.co.ke/product-category/refill-toner/?shop_view=grid&per_row=5	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index5902.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:21	217941/217941	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:16%20GMT	https://etech.co.ke/product-category/refill-toner/?shop_view=grid&per_row=4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index475d.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:23	217888/217888	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:18%20GMT	https://etech.co.ke/product-category/refill-toner/?orderby=popularity	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index5156.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:30	217773/217773	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:25%20GMT	https://etech.co.ke/product-category/refill-toner/?orderby=rating	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/indexa0bc.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:34	217725/217725	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:28%20GMT	https://etech.co.ke/product-category/refill-toner/?orderby=date	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index729c.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:34	217865/217865	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:34%20GMT	https://etech.co.ke/product-category/refill-toner/?orderby=price-desc	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index6a50.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:35	217746/217746	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:33%20GMT	https://etech.co.ke/product-category/refill-toner/?orderby=price	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index28f0.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:35	24385/24385	---M--	200	added ('OK')	image/jpeg	etag:%22631968c5-5f41%22	https://etech.co.ke/wp-content/uploads/2022/09/Dr-311.jpg	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/uploads/2022/09/Dr-311.jpg	(from https://etech.co.ke/product/kyocera-drumc220-dr-unit/)
05:55:39	193262/193262	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:35%20GMT	https://etech.co.ke/product-category/refill-toner/?min_price=0&max_price=1250	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/indexcbfa.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:48	194635/194635	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:44%20GMT	https://etech.co.ke/product-category/refill-toner/?min_price=2500&max_price=3750	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index8bb1.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:48	186478/186478	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:45%20GMT	https://etech.co.ke/product-category/refill-toner/?min_price=3750&max_price=5000	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index8426.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:48	197243/197243	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:44%20GMT	https://etech.co.ke/product-category/refill-toner/?min_price=1250&max_price=2500	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index3515.html	(from https://etech.co.ke/product-category/refill-toner/)
05:55:49	190501/190501	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:46%20GMT	https://etech.co.ke/product/hp-color-refill-k-c-m-y/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product/hp-color-refill-k-c-m-y/index.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:01	193460/193460	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:58%20GMT	https://etech.co.ke/product/kyocera-refill-toner-1kg/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product/kyocera-refill-toner-1kg/index.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:02	191840/191840	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:59%20GMT	https://etech.co.ke/product/konica-minolta-bizhub-20p-refill/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product/konica-minolta-bizhub-20p-refill/index.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:02	219084/219084	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:59%20GMT	https://etech.co.ke/product-category/refill-toner/?add-to-cart=14358	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index21fc.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:03	219068/219068	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:55:59%20GMT	https://etech.co.ke/product-category/refill-toner/?add-to-cart=14354	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/indexdf79.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:04	11891/11891	---M--	200	added ('OK')	image/jpeg	etag:%22631968c5-2e73%22	https://etech.co.ke/wp-content/uploads/2022/09/Charge-Roller-MP-C2503.jpg	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/uploads/2022/09/Charge-Roller-MP-C2503.jpg	(from https://etech.co.ke/product/konica-minolta-c224-pressure-roller/)
05:56:15	219101/219101	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:12%20GMT	https://etech.co.ke/product-category/refill-toner/?add-to-cart=14357	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/indexd9d3.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:16	190387/190387	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:13%20GMT	https://etech.co.ke/product/ricoh-spc242-refill-k-c-m-y/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product/ricoh-spc242-refill-k-c-m-y/index.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:17	219084/219084	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:13%20GMT	https://etech.co.ke/product-category/refill-toner/?add-to-cart=14356	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/indexe44e.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:19	191451/191451	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:13%20GMT	https://etech.co.ke/product/kyocera-tk6305-refill/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product/kyocera-tk6305-refill/index.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:27	219057/219057	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:24%20GMT	https://etech.co.ke/product-category/refill-toner/?add-to-cart=14355	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index328a.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:29	191536/191536	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:25%20GMT	https://etech.co.ke/product/kyocera-optimage-500g/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product/kyocera-optimage-500g/index.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:35	219057/219057	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:30%20GMT	https://etech.co.ke/product-category/refill-toner/?add-to-cart=14353	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index7905.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:36	191410/191410	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:30%20GMT	https://etech.co.ke/product/hp-optimum-1kg-refill/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product/hp-optimum-1kg-refill/index.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:37	191445/191445	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:34%20GMT	https://etech.co.ke/product/hp-optimum-500g-refill/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product/hp-optimum-500g-refill/index.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:38	219057/219057	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:34%20GMT	https://etech.co.ke/product-category/refill-toner/?add-to-cart=14352	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index0e54.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:45	219058/219058	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:40%20GMT	https://etech.co.ke/product-category/refill-toner/?add-to-cart=14351	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index6dcf.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:48	219052/219052	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:45%20GMT	https://etech.co.ke/product-category/refill-toner/?add-to-cart=14350	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/indexf8c8.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:48	191822/191822	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:45%20GMT	https://etech.co.ke/product/kyocera-optimum-870g-refill/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product/kyocera-optimum-870g-refill/index.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:50	191481/191481	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:44%20GMT	https://etech.co.ke/product/kyocera-optimum-435g/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product/kyocera-optimum-435g/index.html	(from https://etech.co.ke/product-category/refill-toner/)
05:56:55	219081/219081	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:51%20GMT	https://etech.co.ke/product-category/refill-toner/?add-to-cart=14349	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/refill-toner/index46e7.html	(from https://etech.co.ke/product-category/refill-toner/)
05:57:00	275542/275542	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:57%20GMT	https://etech.co.ke/product-category/spare-parts/page/2/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/spare-parts/page/2/index.html	(from https://etech.co.ke/product-category/spare-parts/)
05:57:01	180156/180156	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:57%20GMT	https://etech.co.ke/product-category/spare-parts/?filter_brand=canon	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/spare-parts/index61a3.html	(from https://etech.co.ke/product-category/spare-parts/)
05:57:03	183743/183743	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:56:59%20GMT	https://etech.co.ke/product-category/spare-parts/?filter_brand=hp	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/spare-parts/indexffdd.html	(from https://etech.co.ke/product-category/spare-parts/)
05:57:08	270176/270176	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:57:05%20GMT	https://etech.co.ke/product-category/spare-parts/?filter_brand=konica-minolta	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/spare-parts/index61c7.html	(from https://etech.co.ke/product-category/spare-parts/)
05:57:11	264923/264923	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:57:08%20GMT	https://etech.co.ke/product-category/spare-parts/?filter_brand=kyocera	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/spare-parts/index8eeb.html	(from https://etech.co.ke/product-category/spare-parts/)
05:57:13	265936/265936	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:57:09%20GMT	https://etech.co.ke/product-category/spare-parts/?filter_brand=ricoh	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/spare-parts/index453a.html	(from https://etech.co.ke/product-category/spare-parts/)
05:57:13	180534/180534	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:57:11%20GMT	https://etech.co.ke/product-category/spare-parts/?filter_brand=sharp	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/spare-parts/indexc3bb.html	(from https://etech.co.ke/product-category/spare-parts/)
05:57:14	4463/4463	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-116f%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/blog-single-base.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/blog-single-base.minf719.css	(from https://etech.co.ke/why-konica-minolta/)
05:57:14	192277/192277	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:57:14%20GMT	https://etech.co.ke/product-category/spare-parts/?filter_brand=xerox	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/spare-parts/indexe9cf.html	(from https://etech.co.ke/product-category/spare-parts/)
05:57:14	14763/14763	---M-Z	200	added ('OK')	application/rss+xml	etag:%22c0a7cdb4af689b37d2f4da31153c0b24-gzip%22	https://etech.co.ke/product-category/spare-parts/feed/	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/spare-parts/feed/index.html	(from https://etech.co.ke/product-category/spare-parts/)
05:57:15	1961/1961	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-7a9%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/mod-page-navigation.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/mod-page-navigation.minf719.css	(from https://etech.co.ke/why-konica-minolta/)
05:57:15	5920/5920	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638929f6-29ed%22	https://etech.co.ke/wp-content/plugins/akismet/_inc/akismet-frontend.js?ver=1669933558	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/plugins/akismet/_inc/akismet-frontendaa9d.js	(from https://etech.co.ke/why-konica-minolta/)
05:57:20	224427/224427	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Mar%202023%2002:57:17%20GMT	https://etech.co.ke/product-category/spare-parts/?per_page=9	C:/My%20Web%20Sites/etech-clone/etech.co.ke/product-category/spare-parts/indexca5c.html	(from https://etech.co.ke/product-category/spare-parts/)
